Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
1,Licensed Banks,Public Islamic Bank Berhad,NOT FOUND [Public Islamic Bank subsists under Public Bank Group which has no dedicated CISO (per v5.9). publicbank.com.my senior management page insufficient. v5.10 confirmed; conf 80],Loh Jasmine (CRO) + Tan Shien Doon (Compliance) [Group-level composite],Yik Sook Ling (CFO) [Group-level: Public Bank],Loh Jasmine (CRO) [Group-level: Public Bank],Tan Shien Doon (CCO) [Group-level: Public Bank],"Fam Yoke Fong (Senior GM, IT) [Group-level: Public Bank]",Lim Then Fui (Group Chief Internal Auditor) [Group-level: Public Bank]
2,Insurers,QBE Insurance (Malaysia) Sdn Bhd,NOT FOUND [Official: qbe.com/my — no public leadership page exists. /about-us and /our-people return 404. Site map returned 0 links. No CISO publicly identified. conf 20],"Jeyasakthi Ratnasingam (Head of Risk & Compliance for Asia, since Nov 2024, Intl Diploma in GRC) [Official: QBE Annual Report 2024, conf 90]","Vivien Wong (Head of Finance, joined May 2026, 25+ yrs finance leadership, CPA Australia & MIA) [Official: qbe.com/my/about-qbe/executive-team]","Mohd Farid Bin Othman (Head of Risk, joined Dec 2018, 20+ yrs internal audit/risk, MIA member) [Official: qbe.com/my/about-qbe/executive-team]","Jaysree Kaliappan (Head of Compliance, joined Jul 2025, 14+ yrs compliance/operational risk, ICA Intl Diploma in GRC) [Official: qbe.com/my/about-qbe/executive-team]",NOT FOUND [Official: qbe.com/my — no public leadership page. No CIO publicly listed. conf 20],NOT FOUND [Official: qbe.com/my — no public leadership page. No Head of Internal Audit publicly listed. conf 20]
1,Licensed Banks,RHB Bank Berhad,Soon Yap (CISO) [LinkedIn],Azman Shah Md Yaman (Group Chief Legal & Governance Officer),Mohamed Bin Rastam Shahrom (Group CFO),Dr Chong Han Hwee (Group CRO),Fazlina Mohamed Ghazalli (Group CCO),Wong Kwang Leh (Group CTO),Tan Boon Ching (Group Chief Internal Auditor)
2,Investment Banks,RHB Investment Bank Berhad,Soon Yap (CISO) [Group-level: RHB],Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [Official: rhbgroup.com],Mohamed Bin Rastam Shahrom (Group CFO) [Official: rhbgroup.com],Dr Chong Han Hwee (Group CRO) [Official: rhbgroup.com],Fazlina Mohamed Ghazalli (Group CCO) [Official: rhbgroup.com],Wong Kwang Leh (Group CTO) [Official: rhbgroup.com],Tan Boon Ching (Group Chief Internal Auditor) [Official: rhbgroup.com]
1,Licensed Banks,RHB Islamic Bank Berhad,Soon Yap (CISO) [Group-level: RHB Bank],Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [Group-level: RHB Bank],Mohamed Bin Rastam Shahrom (Group CFO) [Group-level: RHB Bank],Dr Chong Han Hwee (Group CRO) [Group-level: RHB Bank],Fazlina Mohamed Ghazalli (Group CCO) [Group-level: RHB Bank],Wong Kwang Leh (Group CTO) [Group-level: RHB Bank],Tan Boon Ching (Group Chief Internal Auditor) [Group-level: RHB Bank]
4,Card Schemes,RHB Shell Visa Card,Soon Yap (CISO) [LinkedIn] [INHERITED from RHB Bank Berhad - product brand governance],Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [INHERITED from RHB Bank Berhad - product brand governance],Mohamed Bin Rastam Shahrom (Group CFO) [INHERITED from RHB Bank Berhad - product brand governance],Dr Chong Han Hwee (Group CRO) [INHERITED from RHB Bank Berhad - product brand governance],Fazlina Mohamed Ghazalli (Group CCO) [INHERITED from RHB Bank Berhad - product brand governance],Wong Kwang Leh (Group CTO) [INHERITED from RHB Bank Berhad - product brand governance],Tan Boon Ching (Group Chief Internal Auditor) [INHERITED from RHB Bank Berhad - product brand governance]
4,E-Money,Razer Pay (Razer Fintech),"NOT FOUND [Razer Fintech rebranded to Fiuu on Mar 1 2024. CEO: Eng Sheng Guan, Exec Chairman: Lee Li Meng (razer.com newsroom). Razer Pay consumer wallet shut down 2021. No target C-suite roles publicly named for Fiuu/Razer Fintech.]",,,,,,
4,E-Money,Razer Pay Malaysia Sdn Bhd,"ENTITY DEFUNCT [Razer Pay (Beta) e-wallet shut down in Malaysia AND Singapore in 2021 per Wikipedia. Both razerfintech.com and razerpay.com.my domains EXPIRED (DNS resolution fails). Razer Inc. delisted from HKEX May 2022 (now private). Only known Razer Inc. execs: Min-Liang Tan (CEO), Patricia Liu (Exec Dir), Khaw Kheng Joo (COO) - all non-target. RECOMMEND REMOVAL from active campaign list - entity non-operational.]",,,,,,
6,Fintech Sandbox,Ryt Bank Berhad,NOT FOUND [Official: rytbank.my/about-us/ (9 senior leaders + 5 directors) — no CISO listed. CISO function likely combined with CTO (Nic Ngoo). conf 40],NOT FOUND [Official: rytbank.my/about-us/ — GRC function split between CRO (Yeoh Xin Yi) and CCO (Muhamaad Nasir Bin Hassan). No standalone Head of GRC. conf 40],Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),NOT FOUND [Official: rytbank.my/about-us/ — Head of Internal Audit not publicly listed. conf 40]
6,Fintech Sandbox,Ryt Bank Berhad (YTL Digital),NOT FOUND [Official: rytbank.my/about-us/ (9 senior leaders + 5 directors) — no CISO listed. CISO function likely combined with CTO (Nic Ngoo). conf 40],NOT FOUND [Official: rytbank.my/about-us/ — GRC function split between CRO (Yeoh Xin Yi) and CCO (Muhamaad Nasir Bin Hassan). conf 40],Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),NOT FOUND [Official: rytbank.my/about-us/ — Head of Internal Audit not publicly listed. conf 40]
3,Development FIs,SME Bank Berhad,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]",Mohammad Azam Ahmad (CRO) + Rosehamidi Kamaruddin (Compliance) [Group-level composite],"Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my]; Samad Majid Zain (was CFO Nov 2021 - Jun 2026, now CEO as of 1 Jul 2026) [Official: smebank.com.my]","Mohammad Azam Ahmad (Group Chief Risk Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]",Rosehamidi Kamaruddin (per RocketReach),"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]","Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]"
5,GLC-Linked,Sabah State Financial Corporation (SSFC),"NOT FOUND [Entity likely = Sabah Credit Corporation (SCC). Both ykn.sabah.gov.my and scc.sabah.gov.my DNS-fail. Chairman: Datuk Rusdin Riman (news, conf 65) / Datuk Seri Dr. Yee Moh Chai (LinkedIn, conf 70, conflicting). CEO: Datuk George Taitim Tulas (news, conf 65). 0/7 target roles - official site unreachable.]",,,,,,
5,GLC-Linked,Sarawak State Financial Corporation (SSFC),NOT FOUND [ssfc.com.my and ssfc.gov.my both fail DNS resolution. No LinkedIn company page exists (404). sarawak.gov.my has no agency directory listing SSFC. Entity has virtually no digital footprint. v5.10 confirmed; conf 80],"Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Encik Leo Lanaiwong (Group Chief Financial Officer) [Official: sedc.com.my/leadership-team/, conf 95]","Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Jason Minos (Head, Legal and Compliance / Chief Integrity and Governance Officer) [Official: dbos.gov.my/the-bank/our-leaders, conf 90 - Entity maps to Development Bank of Sarawak Berhad (DBOS), wholly Sarawak-owned DFI]","Tuan Haji Nor Azlan Husaini (Acting Head, Group Digital & Technology) [Official: sedc.com.my/management-team/, conf 95]","Encik Yap Yien Chiang (Head, Group Internal Audit) [Official: sedc.com.my/management-team/, conf 95]"
6,Fintech Sandbox,SeaBank Malaysia Berhad,"Entity rebranded to Ryt Bank Berhad (YTL Digital Capital + Sea Limited JV, licensed Dec 2024). CEO: Melvin Ooi (Ryt Bank). Full leadership data in Ryt Bank rows (166/167): CFO Wilson Soon, CRO Yeoh Xin Yi, Compliance Muhammad Nasir Bin Hassan, CIO Nic Ngoo. [Source: alphasoutheastasia.com, rytbank.my]",,,,,,
3,MSBs,SenangPay Sdn Bhd,,,"Mohd Mutalib (VP Finance and Account) [LinkedIn, conf 70]",,,,
4,E-Money,Setel (PETRONAS Dagangan),"NOT FOUND [Setel Ventures Sdn Bhd = PETRONAS Dagangan Berhad subsidiary, BNM e-money issuer. Setel CEO: Abdullah Ayman Awaluddin (mymesra.com.my, conf 95, non-target). Setel board: Azrul Osman Rani (Chairman), Nirmala Doraisamy (Independent Dir), Mohd Yuzaidi Mohd Yusoff, Azureen Azita Abdullah. Par","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 60 - General Counsel functionally covers GRC umbrella; same person as Head of Compliance]","Mazlie Minhat (Chief Financial Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel Ventures Sdn Bhd. Appointed Jan 2026 to Setel board.] [INHERITED from Setel by PETRONAS Dagangan Berhad - product brand governance]",NOT FOUND [Official: mymesra.com.my/about-us/leadership-team (18 PDB executives) — no CRO or Head of Risk listed. PDB parent has no standalone CRO at leadership team level. Setel risk management likely consolidated under Fazni Ismail (General Counsel Legal Retail) or provided by PETRONAS Group Risk function at parent (not PDB) level. conf 30],"Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 65 - General Counsel in PETRONAS group entities typically oversees compliance; Setel Ventures Sdn Bhd governed by PDB parent executives]","Sazlina Ahamad (Chief Technology Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.] [INHERITED from Setel by PETRONAS Dagangan Berhad - product brand governance]","Nik Fariza Nik Hamdan (Chief Audit Executive, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.] [INHERITED from Setel by PETRONAS Dagangan Berhad - product brand governance]"
4,E-Money,Setel by PETRONAS Dagangan Berhad,"NOT FOUND [Setel Ventures Sdn Bhd = PETRONAS Dagangan Berhad subsidiary, BNM e-money issuer. Setel CEO: Abdullah Ayman Awaluddin (mymesra.com.my, conf 95, non-target). Setel board: Azrul Osman Rani (Chairman), Nirmala Doraisamy (Independent Dir), Mohd Yuzaidi Mohd Yusoff, Azureen Azita Abdullah. Parent PDB CFO/CTO/Chief Audit Executive inherited. No CISO/CRO/Compliance/GRC found at Setel or PDB level.]","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 60 - General Counsel functionally covers GRC umbrella; same person as Head of Compliance]","Mazlie Minhat (Chief Financial Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel Ventures Sdn Bhd. Appointed Jan 2026 to Setel board.]",NOT FOUND [Official: mymesra.com.my/about-us/leadership-team (18 PDB executives) — no CRO or Head of Risk listed. PDB parent has no standalone CRO at leadership team level. Setel risk management likely consolidated under Fazni Ismail (General Counsel Legal Retail) or provided by PETRONAS Group Risk function at parent (not PDB) level. conf 30],"Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 65 - General Counsel in PETRONAS group entities typically oversees compliance; Setel Ventures Sdn Bhd governed by PDB parent executives]","Sazlina Ahamad (Chief Technology Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]","Nik Fariza Nik Hamdan (Chief Audit Executive, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]"
4,E-Money,ShopeePay (Monee Malaysia),"NOT FOUND [ShopeePay Malaysia = Sea Limited/Monee subsidiary, BNM e-money issuer. Malaysia Head Alain Yee (AEMI president) confirmed. Parent Sea Ltd execs (Forrest Li CEO, Gang Ye COO, Chris Feng President - non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC publicly listed.] [INHERITED from",,"Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + P",,,,
4,E-Money,ShopeePay Malaysia Sdn Bhd,"NOT FOUND [ShopeePay Malaysia = Sea Limited/Monee subsidiary, BNM e-money issuer. Malaysia Head Alain Yee (AEMI president) confirmed. Parent Sea Ltd execs (Forrest Li CEO, Gang Ye COO, Chris Feng President - non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC publicly listed.]",,"Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + President AEMI 2026/27-2027/28, LinkedIn linkedin.com/company/shopeepay, conf 85, non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC found.]",,,,
6,Fintech Sandbox,Soft Space Sdn Bhd,"NOT FOUND [Malaysian fintech (softspace.com.my). CSO & co-founder Chris Leong (Jelawang Capital interview, conf 90, non-target). CEO Justin Chew reported but unverified. 0/7 target roles.]",,,,,,
1,Licensed Banks,Standard Chartered Bank Malaysia Berhad,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite],Mushahid Syed (Interim CEO & CFO),Ong Gaik Ean (CRO),Irene Tan (Chief Compliance Officer),Joy Chowdhury (Chief Technology & Operations Officer),Praveen Sankaranarayan (Head of Audit)
4,Card Schemes,Standard Chartered Shopee Visa Card,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75] [INHERITED from Standard Chartered Bank Malaysia - product brand governance]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite] [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Mushahid Syed (Interim CEO & CFO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Ong Gaik Ean (CRO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Irene Tan (Chief Compliance Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Joy Chowdhury (Chief Technology & Operations Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Praveen Sankaranarayan (Head of Audit) [INHERITED from Standard Chartered Bank Malaysia - product brand governance]
6,Fintech Registered,Stripe Payments Malaysia Sdn Bhd,"NOT FOUND [Parent: Stripe Inc. Global CEO Patrick Collison, President John Collison, CPO Rob McIntosh, Board Mark Carney (Wikipedia, conf 85, all non-target). stripe.com has no Malaysia-specific leadership. 0/7 target roles.]",,,,,,
1,Licensed Banks,Sumitomo Mitsui Banking Corporation Malaysia Berhad,"NOT FOUND [CORRECTION: previous entry was CEO Atsuhide Shiojiri misfiled as CISO — he is the President/CEO effective 30 Apr 2024 (theedgemalaysia.com, themalaysianreserve.com), NOT the CISO. Official: SMBC MY Annual Financial Statement 31 Mar 2025 + Board of Directors PDF + Pillar 3 Disclosure 31 Mar 2025 — no CISO publicly named in any official document. conf 35]","NOT FOUND [Official: SMBCMY Board of Directors PDF + Annual Financial Statement 31 Mar 2025 + Pillar 3 Disclosure 31 Mar 2025 — no public Senior Management page; only Board of Directors PDF. GRC function likely combined with Risk (Anand Mahadevan, Executive Director since 26 May 2025, is also Regional CRO SMBC Singapore — may concurrently serve as SMBC MY CRO but not explicitly confirmed). conf 30]","Norihiro Oyanagi (Officer primarily responsible for financial management) [Official: smbc.co.jp/asia/malaysia/financial-information/financial-statement-31Mar2025.pdf - Annual Financial Statement 31 March 2025, signed by CEO Atsuhide Shiojiri, conf 90 - BNM-required statutory CFO designation]","Lim Tuang Ooi (Board Risk Management Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight]",NOT FOUND [Official: SMBCMY Board of Directors PDF + Annual Financial Statement 31 Mar 2025 — Compliance function likely combined with General Counsel or COO (common pattern for Japanese bank subsidiaries in Malaysia). Name not publicly disclosed. conf 30],NOT FOUND [Official: SMBCMY Board of Directors PDF + Annual Financial Statement 31 Mar 2025 — CIO function likely combined with COO (common pattern for Japanese bank subsidiaries). Name not publicly disclosed. conf 30],"Lo Nyen Khing (Board Audit Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight]"
2,Insurers,Sun Life Malaysia Assurance Berhad,"CEO: Ho Teck Seng (President & CEO, effective 1 July 2025, succeeding Raymond Lew) [Official: sunlifemalaysia.com, conf 95]","Board Chairman: Dato' Noorazman Abd. Aziz (Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com, conf 95]; RMC Chair: Nigel Hazell (Ind. Director, Risk Mgmt Cmte Chairman) [Official: sunlifemalaysia.com, conf 95]","Lim Chin Har / Chew Lim (Chief Financial Officer) [LinkedIn: my.linkedin.com/in/chew-lim-209a05397, conf 65; cross-ref official mgmt page image: sunlifemalaysia.com/about-us/leadership/management-team]","Nigel Hazell (Board Risk Management Committee Chairman, Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]",,,"Wong Ah Kow (Board Audit Committee Chairman, Ind. Director, appointed 22 Sep 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]"
" CEO) [Official: sunlifemalaysia.com]""",,,,,,,,,
5,GLC-Linked,Syarikat Jaminan Pembiayaan Perniagaan (SJPP),,"Juanita Rusmini binti Abdul Jalil (Acting Principal Officer) [sjpp.com.my, HIGH-80]",,,,,
2,Takaful,Syarikat Takaful Malaysia Berhad,"NOT FOUND [Checked: takaful-malaysia.com.my/en/about-us/our-leaders (11-member Group Executive Committee + Group Governance section) - no CISO/Head of Information Security listed. MarketScreener returned no match. Annual report PDF links rendered via JS, not directly accessible. Conf 20.]",Shizal Fisham bin Ramli (Chief Governance Officer) [Official: takaful-malaysia.com.my],New Kheng Chee (Group CFO) [Official: takaful-malaysia.com.my],NOT FOUND [Checked: same Takaful Malaysia sources. Official leadership page does NOT list a CRO or Group Chief Risk Officer. Risk function may sit under Chief Governance Officer (Shizal Fisham bin Ramli) but this is unconfirmed. Conf 20.],Redzuan bin Abu (Head of Compliance) [Official: takaful-malaysia.com.my],Nazaruddin Adha bin Md Noor (CTO) [Official: takaful-malaysia.com.my],Zuhairi bin Ismail (Chief Internal Audit) [Official: takaful-malaysia.com.my]
4,E-Money,TNG Digital Sdn Bhd,,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),
3,Development FIs,Tabung Haji,"Shamsul Kamal Hussein Kamal (Chief Information Technology Officer - CISO-equivalent) [Official: tabunghaji.gov.my/peneraju-th, conf 75 - CISO-equivalent, no dedicated CISO in management team]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Takaful,Takaful Am General Berhad,NOT FOUND [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/ (18 execs) — no CISO listed. CISO function may report under CTO (Nazaruddin Adha bin Md Noor). conf 30],"Shizal Fisham bin Ramli (Ketua Pegawai Tadbir Urus / Chief Governance Officer, Takaful Malaysia group) [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/, conf 60 - covers Governance component of GRC; Compliance separately headed by Redzuan bin Abu]","Sharmini Perampalam (EVP & Group CFO) [mnrb.com.my, HIGH-90]",NOT FOUND [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/ (18 execs) — no CRO listed. Risk function may sit under CFO (New Kheng Chee) or Chief Governance Officer. conf 30],"Abd Ghafur Ahmad (SVP & Group Chief Compliance Officer) [mnrb.com.my, HIGH-90]","Aaron Loo (SVP & Group Chief Transformation Officer) [mnrb.com.my, MEDIUM-65]","Haniza Filzah Hayani Abu Haniffa (SVP & Group Chief Internal Auditor) [mnrb.com.my, HIGH-90]"
2,Takaful,Takaful IKHLAS Berhad,NOT FOUND [Official: takaful-ikhlas.com.my/corporate/our-leadership (6 SMT execs) + mnrb.com.my/about-us/our-leadership (11 group execs) — no CISO listed at subsidiary or group level. CISO function may report under CIO (Lee Kok Seong). conf 30],"Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my/about-us/our-leadership, conf 75 - Group Chief Compliance Officer functionally covers GRC; same person as Head of Compliance column]","Sharmini Perampalam (Executive VP and Group CFO, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]",NOT FOUND [Official: mnrb.com.my/about-us/our-leadership (11 group execs) — no Group CRO listed. CRO function may be integrated into Group Chief Compliance Officer (Abd Ghafur Ahmad). conf 30],"Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]","Lee Kok Seong (Senior VP & Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Haniza Filzah Hayani Abu Haniffa (Senior VP and Group Chief Internal Auditor, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]"
3,Development FIs,Tekun Nasional,CEO: Not confirmed (tekun.gov.my scraped - contact info only; no leadership/management page found) [Searched: tekun.gov.my - no leadership page; web/firecrawl - limited],"NOT FOUND [Official org chart (tekun.gov.my/wp-content/uploads/2026/06/Carta-Pengurusan-Tertinggi-1.6.2026-1.pdf, dated 1.6.2026) shows only 5 top execs: CEO + 4 Deputy CEOs (Strategic Development, Finance, Operations, Management). No dedicated GRC/Risk/Compliance role at executive level. GRC functions likely embedded under Deputy CEO (Management) — Encik Mohamad Shiblie Abg Sapuan. v5.10 confirmed; conf 90]","Hj. Aishamuddin bin Zulkefli (Timbalan Ketua Pegawai Eksekutif (Kewangan) / Deputy CEO Finance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj Mohamad Razman bin Razak (Ketua Jabatan Pengurusan Risiko / Head of Risk Management) [Official: tekun.gov.my PDF org chart, conf 90]","Jalilah Che Bidin (Ketua Jabatan Integriti & Tadbir Urus / Head of Integrity & Governance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj. Muhammad Yusman bin Yusoff (Ketua Jabatan Teknologi Maklumat / Head of IT) [Official: tekun.gov.my PDF org chart, conf 90]","Md Rukemi bin Ishak (Ketua Jabatan Audit Dalam / Head of Internal Audit) [Official: tekun.gov.my PDF org chart, conf 90]"
2,Insurers,Tokio Marine Life Insurance Malaysia Bhd,"NOT FOUND [Checked: tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html (lists 9 senior executives - CEO, Deputy CEO, CFO + 7 functional heads - no CISO). Notably, even known C-suite (CRO Andrew Ngou, CIO Nicholas Tan, Compliance Loh Chee Hoong, IA Wong Kah Keong) are NOT on the public page, indicating it is highly selective. Financial Statement 2024 PDF could not be scraped. Conf 20.]","NOT FOUND [Checked: same Tokio Marine Life Malaysia sources. Official management team page lists no Head of GRC or equivalent combined role. Known roles (CRO, Compliance, Internal Audit) are separate/distinct at this entity, suggesting GRC may not be a combined role. Conf 20.]","Tham Kok Yoke (Chief Financial Officer) [Official: tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html, conf 95]","Andrew Ngou Chee Mun (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Loh Chee Hoong (Head of Compliance) [Malaysian Insurance Directory 2025/2026, conf 90]","Nicholas Tan Chin Yau (Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Wong Kah Keong (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
4,E-Money,Touch 'n Go eWallet (TNG Digital Sdn Bhd),,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),
