Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
4,E-Money,ShopeePay (Monee Malaysia),,,Tony Hou,,Fadhli Azman,,
4,E-Money,ShopeePay Malaysia Sdn Bhd,NOT FOUND — ShopeePay operates under Sea Group (Singapore); CISO function managed at group level; not separately published for Malaysian entity [conf 90],"NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]","Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + President AEMI 2026/27-2027/28, LinkedIn linkedin.com/company/shopeepay, conf 85, non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC found.]",NOT FOUND — ShopeePay operates under Sea Group (Singapore); CRO function managed at group level; not separately published for Malaysian entity [conf 90],Fadhli Azman|Head of Compliance|85|https://my.linkedin.com/in/fadhli-azman-150273b9|Head of Compliance ShopeePay/Monee Malaysia [LinkedIn confirmed],"NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]",NOT FOUND — ShopeePay operates under Sea Group (Singapore); internal audit managed at group level; not separately published for Malaysian entity [conf 90]
6,Fintech Sandbox,Soft Space Sdn Bhd,NOT FOUND — Soft Space is a private payments technology provider; CISO not publicly disclosed [conf 85],"NOT FOUND [Soft Space: No LinkedIn company page (tried 5 URL variants, all 404). Existing fills: Rick Leong (Acting CFO), Nicholas Lim (CTO). Source: softspace.com.my, theorg.com] [conf 85]",Rick Leong|Financial Controller (Acting CFO)|85|https://www.softspace.com.my/2025/06/06/soft-space-cfo-transition/|Soft Space CFO transition announcement (Jun 2025) - Rick Leong appointed as Financial Controller acting as CFO following Serene Teh Wan Lee transition,NOT FOUND — Soft Space is a private payments technology provider; CRO not publicly disclosed [conf 85],NOT FOUND — Soft Space is a private payments technology provider; compliance head not publicly disclosed [conf 85],"Nicholas Lim|Chief Technology Officer|65|https://theorg.com/org/soft-space|TheOrg org chart lists Nicholas Lim as CTO at Soft Space (KL HQ, 51-200 employees, softspace.com.my). Cross-ref: RocketReach also lists Nicholas Lim as CTO. [conf 65]",NOT FOUND — Soft Space is a private payments technology provider; CAE not publicly disclosed [conf 85]
1,Licensed Banks,Standard Chartered Bank Malaysia Berhad,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite],Mushahid Syed (Interim CEO & CFO),Ong Gaik Ean (CRO),Irene Tan (Chief Compliance Officer),Joy Chowdhury (Chief Technology & Operations Officer),Praveen Sankaranarayan (Head of Audit)
4,Card Schemes,Standard Chartered Shopee Visa Card,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75] [INHERITED from Standard Chartered Bank Malaysia - product brand governance]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite] [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Mushahid Syed (Interim CEO & CFO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Ong Gaik Ean (CRO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Irene Tan (Chief Compliance Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Joy Chowdhury (Chief Technology & Operations Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Praveen Sankaranarayan (Head of Audit) [INHERITED from Standard Chartered Bank Malaysia - product brand governance]
6,Fintech Registered,Stripe Payments Malaysia Sdn Bhd,"NOT FOUND [Parent: Stripe Inc. Global CEO Patrick Collison, President John Collison, CPO Rob McIntosh, Board Mark Carney (Wikipedia, conf 85, all non-target). stripe.com has no Malaysia-specific leadership. 0/7 target roles.]",NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90]
1,Licensed Banks,Sumitomo Mitsui Banking Corporation Malaysia Berhad,"ROLE EXISTS, NAME NOT DISCLOSED — Chief Information and Security Officer (CISO) role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed in FS, Board PDF, or Pillar 3 Disclosure. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","ROLE EXISTS, NAME NOT DISCLOSED — Chief Integrity and Governance Officer (CIGO) role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","Norihiro Oyanagi (officer primarily responsible for financial management per Section 251(1)(b) Companies Act 2016 statutory declaration) [Official: SMBC MY audited financial statements FY2024 & FY2025 (smbc.co.jp/asia/malaysia/financial-statement-31Mar2025.pdf), conf 78 — statutory CFO-equivalent; document prints statutory role description not literal ""CFO"" title]","Lim Tuang Ooi (Board Risk Management Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight] | Anand Mahadevan (Executive Director, Regional Chief Risk Officer and Co-Head of Risk Management Dept for APAC and India at SMBC Singapore; appointed 26 May 2025) [Official: SMBC Malaysia FY2025 Audited Financial Statements PDF, conf 85. Regional CRO role covering APAC. Board-level CRO oversight also via Lim Tuang Ooi (BRMC Chairman, INED). Hiroshi Nishimura resigned 9 May 2025.]","ROLE EXISTS, NAME NOT DISCLOSED — Head of Compliance Department / Chief Compliance Officer role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed in FS, Board PDF, or Pillar 3 Disclosure. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","ROLE EXISTS, NAME NOT DISCLOSED — Head of Information Technology role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","Lo Nyen Khing (Board Audit Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85]. NOTE: SMBC MY also has Head of Internal Audit Department / Chief Internal Auditor per FY2025 FS Senior Officers definition, but name not publicly disclosed."
2,Insurers,Sun Life Malaysia Assurance Berhad,NOT FOUND [Confirmed Jul 31 2026: Sun Life Malaysia management team page (sunlifemalaysia.com/about-us/leadership/management-team) fully scraped. 17 SMT member names extracted. No CISO role listed. CISO function likely managed at Sun Life Asia/regional level. conf 95],"Board Chairman: Dato' Noorazman Abd. Aziz (Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com, conf 95]; RMC Chair: Nigel Hazell (Ind. Director, Risk Mgmt Cmte Chairman) [Official: sunlifemalaysia.com, conf 95]","Ong Le Keat (Chief Financial Officer / Officer primarily responsible for financial management) [Official: Sun Life Malaysia Assurance Berhad 2025 Financial Statement PDF, Statutory Declaration dated 10 March 2026: sunlifemalaysia.com] [conf 100]","Nigel Hazell (Board Risk Management Committee Chairman, Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]",NOT FOUND [Confirmed Jul 31 2026: Sun Life Malaysia management team page fully scraped — 17 SMT members. No Head of Compliance listed. Compliance function likely shared with Sun Life Asia/regional. conf 90],NOT FOUND [Confirmed Jul 31 2026: Sun Life Malaysia management team page fully scraped — 17 SMT members. No CIO/CTO listed. IT function managed at Sun Life Asia/regional level. conf 90],"Wong Ah Kow (Board Audit Committee Chairman, Ind. Director, appointed 22 Sep 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]"
5,GLC-Linked,Syarikat Jaminan Pembiayaan Perniagaan (SJPP),"NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85] SJPP is managed by Prokhas Sdn Bhd (wholly-owned by MOF Inc) — SJPP has no independent C-suite; functions handled by Prokhas. [Sources: sjpp.com.my, prokhas.com, verified 2026-07-27]","Juanita Rusmini binti Abdul Jalil (Acting Principal Officer) [sjpp.com.my, HIGH-80]","NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85] SJPP is managed by Prokhas Sdn Bhd (wholly-owned by MOF Inc) — SJPP has no independent C-suite; functions handled by Prokhas. [Sources: sjpp.com.my, prokhas.com, verified 2026-07-27]","NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85] SJPP is managed by Prokhas Sdn Bhd (wholly-owned by MOF Inc) — SJPP has no independent C-suite; functions handled by Prokhas. [Sources: sjpp.com.my, prokhas.com, verified 2026-07-27]","NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85] SJPP is managed by Prokhas Sdn Bhd (wholly-owned by MOF Inc) — SJPP has no independent C-suite; functions handled by Prokhas. [Sources: sjpp.com.my, prokhas.com, verified 2026-07-27]","NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85] SJPP is managed by Prokhas Sdn Bhd (wholly-owned by MOF Inc) — SJPP has no independent C-suite; functions handled by Prokhas. [Sources: sjpp.com.my, prokhas.com, verified 2026-07-27]","NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85] SJPP is managed by Prokhas Sdn Bhd (wholly-owned by MOF Inc) — SJPP has no independent C-suite; functions handled by Prokhas. [Sources: sjpp.com.my, prokhas.com, verified 2026-07-27]"
2,Takaful,Syarikat Takaful Malaysia Berhad,Not publicly disclosed on official leadership page,Shizal Fisham bin Ramli (Chief Governance Officer) [Official: takaful-malaysia.com.my],New Kheng Chee (Group CFO) [Official: takaful-malaysia.com.my],"Not publicly disclosed on leadership page [Official: takaful-malaysia.com.my/en/about-us/our-leaders, Jul 2026. Chief Governance Officer covers risk function. conf 90]",Redzuan bin Abu (Head of Compliance) [Official: takaful-malaysia.com.my],Nazaruddin Adha bin Md Noor (CTO) [Official: takaful-malaysia.com.my confirmed 2026-07-26] — Note: ET CIO SEA reported Ts. Tengku Intan joined as CTO Jan 2025 [ciosea.economictimes.indiatimes.com/news/corporate/ts-tengku-intan-joins-syarikat-takaful-malaysia-as-chief-technology-officer/116882054]; current official site lists Nazaruddin suggesting role change or departure,Zuhairi bin Ismail (Chief Internal Audit) [Official: takaful-malaysia.com.my]
4,E-Money,TNG Digital Sdn Bhd,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
3,Development FIs,Tabung Haji,Shamsul Kamal Hussein Kamal,Syahril Nizam Abu Hasan,Shamsul Bahar Shamsudin,Syahril Nizam Abu Hasan,Syahril Nizam Abu Hasan,Shamsul Kamal Hussein Kamal,Abu Bakar Baba
2,Takaful,Takaful Am General Berhad,Not publicly disclosed on official leadership page,"Shizal Fisham bin Ramli (Ketua Pegawai Tadbir Urus / Chief Governance Officer, Takaful Malaysia group) [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/, conf 60 - covers Governance component of GRC; Compliance separately headed by Redzuan bin Abu]","Sharmini Perampalam (EVP & Group CFO) [mnrb.com.my, HIGH-90]","Not publicly disclosed [Official: takaful-malaysia.com.my/en/about-us/our-leaders & mnrb.com.my, Jul 2026. conf 85]","Abd Ghafur Ahmad (SVP & Group Chief Compliance Officer) [mnrb.com.my, HIGH-90]","Aaron Loo (SVP & Group Chief Transformation Officer) [mnrb.com.my, MEDIUM-65]","Haniza Filzah Hayani Abu Haniffa (SVP & Group Chief Internal Auditor) [mnrb.com.my, HIGH-90]"
2,Takaful,Takaful IKHLAS Berhad,"NOT FOUND [Confirmed Aug 2026: takaful-ikhlas.com.my/about-us (consumer-facing, no leadership). MNRB Holdings (parent) management team fully scraped from mnrb.com.my/about-us/our-leadership. MNRB Group: Interim President & Group CEO Dato' Rudy Rodzila Che Lamin, Group CFO Sharmini Perampalam, Group CCO Abd Ghafur Ahmad, Group Chief Transformation Officer Aaron Loo. No CISO, Head of IT, or Head of Information Security in MNRB Group management team (11 members).]","Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my/about-us/our-leadership, conf 75 - Group Chief Compliance Officer functionally covers GRC; same person as Head of Compliance column]","Sharmini Perampalam (Executive VP and Group CFO, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]","Leong Joe Yee (Senior VP & Group Chief Risk Officer, MNRB Group) [Annual Report 2025: mnrb.com.my/api/uploads/WEBSITE_MNRB_AR_2025_cc4e87ede9.pdf, conf 90]","Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]","Lee Kok Seong (Senior VP & Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Haniza Filzah Hayani Abu Haniffa (Senior VP and Group Chief Internal Auditor, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]"
3,Development FIs,Tekun Nasional,"NOT FOUND [Tekun Nasional (tekun.gov.my) scraped — contact info only, no leadership/management page found. No CISO publicly listed. Sources: tekun.gov.my, conf 20]","NOT FOUND - No dedicated GRC head; covered by Jalilah Che Bidin (Head of Integrity & Governance) [Official: tekun.gov.my, conf 90]","Hj. Aishamuddin bin Zulkefli (Timbalan Ketua Pegawai Eksekutif (Kewangan) / Deputy CEO Finance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj Mohamad Razman bin Razak (Ketua Jabatan Pengurusan Risiko / Head of Risk Management) [Official: tekun.gov.my PDF org chart, conf 90]","Jalilah Che Bidin (Ketua Jabatan Integriti & Tadbir Urus / Head of Integrity & Governance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj. Muhammad Yusman bin Yusoff (Ketua Jabatan Teknologi Maklumat / Head of IT) [Official: tekun.gov.my PDF org chart, conf 90]","Md Rukemi bin Ishak (Ketua Jabatan Audit Dalam / Head of Internal Audit) [Official: tekun.gov.my PDF org chart, conf 90]"
2,Insurers,Tokio Marine Life Insurance Malaysia Bhd,"Irfan Ismail (CISO & Head of Technology Risk) [RocketReach/LinkedIn: rocketreach.co/irfan-ismail-email_229003941, conf 55 — LinkedIn-cited via RocketReach; not on official management team page]","Andrew Ngou Chee Mun (CRO) + Loh Chee Hoong (Head of Compliance) [Composite - GRC function split between Risk and Compliance; no dedicated GRC head. Official leadership page (tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html) lists 9 SMT members, none with GRC title. CRO and Head of Compliance sourced from Malaysian Insurance Directory 2025/2026.]","Tham Kok Yoke (Chief Financial Officer) [Official: tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html, conf 95]","Andrew Ngou Chee Mun (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Loh Chee Hoong (Head of Compliance) [Malaysian Insurance Directory 2025/2026, conf 90]","Nicholas Tan Chin Yau (Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Wong Kah Keong (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
4,E-Money,Touch 'n Go eWallet (TNG Digital Sdn Bhd),Suresh Balachandran,Dunstan Gerald Maurice,Lai Mee Fong,Dunstan Gerald Maurice,Dunstan Gerald Maurice,Desmond Chin Ye Foong,Hairul Imran
4,Card Schemes,Touch n Go Visa Prepaid Card,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role) [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
3,MSBs,Touch n Go eWallet Sdn Bhd,Suresh Balachandran,Dunstan Gerald Maurice,Lai Mee Fong,Dunstan Gerald Maurice,Dunstan Gerald Maurice,Desmond Chin Ye Foong,Hairul Imran
3,MSBs,ToyyibPay Sdn Bhd,"NOT FOUND [Malaysian Shariah-compliant payment gateway founded 2019 (Bandar Tasik Selatan KL, 11-50 employees). toyyibpay.com has no leadership/team info. 5 LinkedIn employee names found (Zaiem Bakar, Muhammad Anwar, Atiqah Ghaffar, Nur Syakilah Rohaney, Ahmad Shahril Ibrahim) but individual profiles blocked - titles unknown. 0/7 target roles.] [conf 85]",NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85],NOT FOUND [ToyyibPay Sdn Bhd is a small Malaysian payment gateway. No public C-suite leadership data available. conf 85]
4,Card Schemes,UOB Lazada Visa Card,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75] [INHERITED from UOB Malaysia Berhad - product brand governance]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite] [INHERITED from UOB Malaysia Berhad - product brand governance],Chang Yeong Gung (CFO) [INHERITED from UOB Malaysia Berhad - product brand governance],Tan Tii Lam (CRO) [INHERITED from UOB Malaysia Berhad - product brand governance],Loke Chee Keen Daniel (Head Compliance) [INHERITED from UOB Malaysia Berhad - product brand governance],Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations) [INHERITED from UOB Malaysia Berhad - product brand governance],Wong See Hong Bill (Head Internal Audit) [INHERITED from UOB Malaysia Berhad - product brand governance]
1,Licensed Banks,UOB Malaysia Berhad,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite],Chang Yeong Gung (CFO),Tan Tii Lam (CRO),Loke Chee Keen Daniel (Head Compliance),Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations),Wong See Hong Bill (Head Internal Audit)
3,MSBs,Wallex Sdn Bhd,NOT FOUND — Wallex is a private cross-border payments fintech; CISO not publicly disclosed [conf 85],NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],NOT FOUND — Wallex is a private cross-border payments fintech; CFO not publicly disclosed [conf 85],NOT FOUND — Wallex is a private cross-border payments fintech; CRO not publicly disclosed [conf 85],"Dee Patria Adithana, GRCP (Legal & Compliance Counsel, M-DAQ Global - parent) [Official: wallex.asia/en-sg/about-us + LinkedIn id.linkedin.com/in/dee-patria-adithana, conf 80 - Indonesia-based, inherited to Wallex Malaysia entity. Wallex.com DNS-fails; correct domain wallex.asia. M-DAQ HQ Singapore, PJ Malaysia office.]",NOT FOUND [Wallex Sdn Bhd website (wallex.com.my) is a parked domain (Exabytes). No active web presence or public C-suite leadership data. Firecrawl agent confirmed no public data. conf 90],NOT FOUND — Wallex is a private cross-border payments fintech; CAE not publicly disclosed [conf 85]
4,E-Money,WeChat Pay Malaysia (Tencent),,,,,,,
4,E-Money,WeChat Pay Malaysia Sdn Bhd,NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90],NOT FOUND [WeChat Pay Malaysia is Tencent's cross-border payment product. No Malaysia-specific C-suite executives. Functions handled at Tencent/WeChat Pay HQ level (China). conf 90]
3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,NOT FOUND — Wise Malaysia operates as branch of Wise Payments Ltd (UK); CISO function managed at group level [conf 90],"Jessica Winter (Chief Legal Officer / General Counsel, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 65 - General Counsel at UK fintechs typically oversees governance, risk, and compliance coordination; Wise Malaysia subsidiary inherits from parent]","Emmanuel Thomassin (Chief Financial Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",NOT FOUND — Wise Malaysia operates as branch of Wise Payments Ltd (UK); CRO function managed at group level [conf 90],"Nita Patel (Group Chief Compliance Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","Harsh Sinha (Chief Technology Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",NOT FOUND — Wise Malaysia operates as branch of Wise Payments Ltd (UK); internal audit managed at group level [conf 90]
3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,"NOT FOUND [Malaysia entity formed via Payex acquisition 2023-2025. No Malaysia-specific CISO/CFO/CRO/Compliance/IA/GRC publicly listed. Parent Xendit (Indonesia unicorn) CTO inherited for CIO/CTO role. Offices in Penang + KL, 4500+ MY businesses onboarded.] [conf 85]",NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90],"Bo Chen (Chief Technology Officer, Xendit - parent) [Official: xendit.co/en/company/, conf 80 - inherited to Malaysia entity. Xendit acquired Payex (BNM-licensed) 2023, full acquisition 2025. Malaysia Country Manager: Jayson Poon (official press release Oct 2025, conf 98, non-target). GM Malaysia: Jason Siew (press release Sep 2025, conf 98, non-target). Parent CEO: Moses Lo, COO: Tessa Wijaya (non-target).]",NOT FOUND [Xendit Technologies Malaysia is a subsidiary of Indonesian Xendit (Payex acquisition). No Malaysia-specific C-suite executives for target roles. Functions handled at Xendit HQ (Jakarta). conf 90]
